module,level,rva,file_offset,original,proposed,source_module,source_rva,mechanic,proof,signature_sha256,window_start,window_bytes,status,validation,nearest_callback_NOT_proven_owner,callback_distance_bytes
8,Dayni Moon,0x0013FFF0,0x00140064,0x3C04BF80,0x3C04BF00,4,0x001352FC,Nanotech attraction timer -1 -> -0.5,unique 49-word window; only PRX relocation operands normalized,36a5c02619cdaf42a94aa0da2d7b9ceab39195b3ce7d2f760f40e81294bad40a,0x0013FF90,196,new_static_candidate,not tested in-game at target,DerbyPowerupHealth,5004
8,Dayni Moon,0x00140490,0x00140504,0x3C04BF80,0x3C04BF00,4,0x0013579C,TeleporterHealth countdown,unique 49-word window; only PRX relocation operands normalized,b0aa143129d88b6076231a791fc8e26157ec38868253f74ad026d854b91bde09,0x00140430,196,new_static_candidate,not tested in-game at target,DerbyTeleporterHealth,344
8,Dayni Moon,0x001409E4,0x00140A58,0x3C04BF80,0x3C04BF00,4,0x00135CF0,TeleporterPowerup countdown,unique 49-word window; only PRX relocation operands normalized,c37c9d2533fb35a5c1760c9a42721e4e442a877f444a0f9f55e9351b34b2cabc,0x00140984,196,new_static_candidate,not tested in-game at target,DerbyTeleporterPowerup,356
8,Dayni Moon,0x0014A5B0,0x0014A624,0x3C04BF80,0x3C04BF00,4,0x0013F584,EnemyElectro countdown E8,unique 49-word window; only PRX relocation operands normalized,3b195a584193c0eeaa90134ee5b70150f62dbb83c22fca3fa3b736c8c773c7cd,0x0014A550,196,new_static_candidate,not tested in-game at target,EnemyElectroTorso,252
8,Dayni Moon,0x0014A6B4,0x0014A728,0x3C04BF80,0x3C04BF00,4,0x0013F688,EnemyElectro second float countdown,unique 49-word window; only PRX relocation operands normalized,b2b13e6c2ec7573bdf1cc54b1cd346d7825b5ccea0a54915966bf2da5ce1f237,0x0014A654,196,new_static_candidate,not tested in-game at target,EnemyElectroTorso,512
8,Dayni Moon,0x0014B998,0x0014BA0C,0x3C04BF80,0x3C04BF00,4,0x00140940,EnemyRam countdown,unique 49-word window; only PRX relocation operands normalized,0a9c487b7e2c6007bc7b66de9cec4e25344464d7b1fd75362c7755490fd10596,0x0014B938,196,new_static_candidate,not tested in-game at target,EnemyRamTorso,200
8,Dayni Moon,0x0014BAE4,0x0014BB58,0x3C04BF80,0x3C04BF00,4,0x00140A8C,EnemyRam second countdown,unique 49-word window; only PRX relocation operands normalized,fcc82856af48c1267694a8a3f33a420d509af825db55b937f78b5603af216867,0x0014BA84,196,new_static_candidate,not tested in-game at target,EnemyRamTorso,532
8,Dayni Moon,0x0018A2CC,0x0018A340,0x3C07BF80,0x3C07BF00,4,0x0016686C,ObstacleVent cycle timer,unique 49-word window; only PRX relocation operands normalized,97e40e0ff8611d47d96eaa396fa554b17d9a3971d546968c3955ee8b3252826e,0x0018A26C,196,new_static_candidate,not tested in-game at target,ObstacleVent,1360
8,Dayni Moon,0x001C77E0,0x001C7854,0x3C0441F0,0x3C044270,4,0x001A31E4,Saw retraction animation divisor,unique 49-word window; only PRX relocation operands normalized,1ba8719a8b6f45693107a9084b9be10fd7cbb867d240806e95fa7ce6e530f625,0x001C7780,196,new_static_candidate,not tested in-game at target,Wrench,56656
8,Dayni Moon,0x001C7898,0x001C790C,0x3C0441F0,0x3C044270,4,0x001A329C,Saw extension animation divisor,unique 49-word window; only PRX relocation operands normalized,44de9e98df346353643c4c5b1e84dc3345debdd0af961e1fc41b5f7ecbf0f830,0x001C7838,196,new_static_candidate,not tested in-game at target,Wrench,56840
